UniqueCount	AmbigCount
45	0
424	0
80	24
163	0
67	0
133	12
152	0
18	0
371	0
5	0
365	0
69	0
35	0
49	0
65	0
7	0
28	0
0	23
89	102
59	0
45	5
14	4
433	121
38	0
3	0
0	1
119	0
2	5
2	4
83	0
44	0
0	19
1	27
0	4208
43	0
43	0
22	5
27	0
0	0
110	0
452	9
4	44
173	0
28	0
57	0
16	0
52	0
1989	295
13	3
13	0
47	53
53	0
91	0
11	51
195	0
7	0
34	0
3	17
137	0
175	0
65	0
320	29
206	0
166	0
29	0
9	10
40	0
62	0
101	0
704	32
7	21
57	0
338	0
1205	0
22	69
27	0
1	0
102	0
103	0
208	1927
424	0
117	25
14	0
0	2
339	0
328	0
31	0
12	2
0	1010
92	88
101	0
65	13
7	1
116	0
121	0
48	0
16	148
25	803
21	0
83	0
111	0
0	0
69	0
463	621
115	0
39	0
0	6
61	0
37	0
26	0
256	0
39	50
21	0
13	18
34	0
26	0
542	0
22	0
15	10
65	0
309	0
260	0
0	1656
1067	122
46	139
51	0
224	1
181	0
109	0
141	0
140	0
63	0
0	0
16	0
129	375
45	0
134	0
140	0
135	0
75	0
79	0
18	4
145	0
271	5
531	0
154	0
12	166
45	55
131	0
108	0
56	9
93	0
13	0
213	0
87	164
9	32
56	4
89	0
87	0
44	0
4	0
0	0
6452	0
106	0
475	0
163	0
56	0
113	0
27	0
47	0
1	75
262	0
44	0
30	0
44	0
270	0
370	0
75	0
103	0
27	21
131	12
34	0
31	0
0	5
96	0
34	0
48	33
214	0
43	0
43	0
721	0
77	23
264	0
29	4
74	0
1238	0
1003	0
46	0
241	0
155	0
22	0
240	0
43	0
53	0
46	0
154	0
111	0
247	0
50	0
0	3701
479	0
52	0
228	0
105	0
46	0
196	0
21	0
145	0
75	0
1	54
45	0
4	0
1071	0
0	0
6	5
1541	0
35	0
63	0
290	0
588	0
31	0
47	0
65	0
404	0
91	0
51	0
208	0
64	0
1	2
204	0
53	0
35	0
0	219
13	0
10	0
99	0
690	142
213	0
72	0
247	25
0	10
319	62
345	0
48	0
80	0
249	0
256	0
101	0
179	0
42	0
7	26
32	0
28	0
295	0
257	0
35	0
119	0
29	0
62	0
111	0
28	0
0	317
116	0
91	0
7	0
670	0
87	0
2	8
75	0
396	0
111	0
34	0
36	232
0	7604
22	1
37	0
79	0
107	0
26	0
112	0
627	0
559	0
33	0
31	0
74	7
1	8
42	0
315	0
1554	0
1	0
347	0
13	0
158	0
102	0
97	0
2	10
225	556
567	0
17	19
1031	553
19	0
54	0
2	0
0	0
56	0
48	0
54	0
939	0
5	0
44	0
5	0
372	140
3	0
44	0
212	0
0	5
76	0
2	0
34	0
26	0
90	32
207	0
38	0
17	0
28	0
75	0
82	0
222	0
37	0
63	0
252	0
40	0
205	0
168	0
78	0
16	0
47	0
36	0
13	0
86	0
5	0
1	1
0	12
93	3
1	2
28	0
0	13
158	0
199	0
56	0
510	0
110	0
76	14
155	107
48	0
0	0
28	0
37	0
41	0
2	10
38	0
73	0
312	0
83	0
47	0
103	0
97	16
53	0
64	0
110	0
41	0
44	5
149	0
500	0
181	36
124	0
0	7
38	0
19	0
413	0
11	0
0	10
39	0
9	0
151	0
8	0
578	0
42	0
38	15
262	0
71	0
46	0
30	0
734	0
92	0
227	0
0	0
393	19
130	0
818	0
0	0
33	0
60	0
32	0
98	0
31	0
134	11
168	0
33	0
117	0
23	256
6	40
221	0
0	0
524	0
233	0
90	0
376	0
0	4
262	0
41	0
