UniqueCount	AmbigCount
103	0
705	0
55	38
148	0
85	0
59	2
75	0
16	0
279	0
5	0
494	0
59	0
34	0
87	0
51	0
33	5
53	0
0	56
1216	1155
53	0
57	3
18	3
529	180
48	0
5	0
0	0
145	0
0	1
6	2
34	0
30	0
0	21
8	44
0	1145
52	0
31	0
4	0
42	0
1	1
140	0
364	4
5	59
297	0
40	0
45	0
29	0
131	0
127	62
2	0
21	0
62	68
12	0
112	0
28	89
293	0
6	0
11	0
18	92
214	0
189	0
45	0
289	13
116	0
133	0
39	0
4	14
16	0
57	0
77	0
517	29
18	54
104	0
255	0
721	0
57	119
21	0
4	0
245	0
185	0
70	672
296	0
181	22
7	0
0	2
425	0
214	0
25	0
15	0
0	235
282	253
73	0
96	23
47	8
99	0
106	0
96	0
24	370
63	1001
80	0
100	0
209	0
11	0
76	0
959	1505
151	0
63	0
0	12
83	0
48	0
33	0
297	0
165	294
18	0
8	14
21	0
57	0
386	0
41	0
8	16
50	0
358	0
233	0
2	23310
1077	294
116	199
27	0
588	12
237	0
42	0
191	0
77	0
63	0
0	0
31	0
491	1103
60	0
78	0
189	0
68	0
42	0
179	0
37	7
48	0
166	4
511	0
220	0
19	292
108	418
105	0
77	0
112	7
127	0
28	0
264	0
126	172
18	67
45	5
104	0
75	0
67	0
9	0
3	0
2209	0
100	0
697	0
67	0
54	0
66	0
13	0
34	0
1	69
451	0
118	0
14	0
81	0
288	0
91	0
118	0
75	0
82	54
167	9
123	0
29	0
0	8
109	0
38	0
59	42
179	0
40	0
163	0
420	0
145	30
565	0
77	3
109	0
1082	0
2793	0
51	0
351	0
73	0
37	0
145	0
1270	0
84	0
31	0
306	0
85	0
301	0
17	0
0	1022
374	0
51	0
384	0
59	0
66	0
61	0
46	0
414	0
87	0
1	59
104	0
6	0
609	0
2	0
4	8
1473	0
18	0
102	0
245	0
417	0
32	0
70	0
47	0
623	0
104	0
66	0
318	0
88	0
2	2
176	0
140	3
32	0
0	483
21	0
44	0
126	0
1178	190
156	0
204	0
404	39
1	8
573	87
528	0
203	0
82	0
197	0
320	0
118	0
69	0
559	5
6	39
32	0
75	0
198	0
716	0
15	0
109	0
41	0
172	0
3894	0
41	0
0	55
83	0
53	0
14	0
511	0
134	0
2	8
82	0
189	0
318	0
73	0
31	150
0	9138
72	4
67	0
92	0
205	0
77	0
80	0
107	0
1003	0
60	0
23	0
67	7
0	8
46	0
361	0
585	0
12	0
506	0
27	0
152	0
86	0
150	0
1	12
131	490
625	0
9	16
3364	1545
41	0
73	0
2	1
0	0
94	0
52	0
39	0
407	0
6	0
220	0
6	0
282	130
