UniqueCount	AmbigCount
11	0
305	0
27	9
78	0
27	0
51	4
71	0
5	0
213	0
3	0
147	0
27	0
7	0
40	0
34	0
8	0
8	0
0	24
1111	1104
66	0
27	4
3	0
485	131
35	0
1	0
0	0
70	0
1	2
2	3
35	0
13	0
0	3
2	41
0	715
78	0
16	0
0	0
22	0
1	2
139	0
202	3
0	5
280	0
17	0
47	0
16	0
65	0
78	35
0	0
20	0
26	57
4	0
41	0
5	26
168	0
4	0
10	0
8	51
139	0
174	0
15	0
260	12
59	0
76	0
16	0
3	6
20	0
13	0
56	0
392	25
4	6
70	0
342	0
489	0
18	63
10	0
2	0
74	0
58	0
22	424
329	0
70	20
13	0
0	2
102	0
273	0
9	0
8	1
0	145
69	113
36	0
42	6
23	6
89	0
39	0
23	0
9	174
43	1200
22	0
44	0
75	0
6	0
35	0
1098	1404
152	0
22	0
0	3
72	0
5	0
7	0
196	0
240	498
18	0
0	2
13	0
10	0
153	0
15	0
8	10
52	0
123	0
141	0
1	26177
278	37
95	239
18	0
72	1
67	0
29	0
52	0
43	0
25	0
0	0
23	0
283	596
24	0
66	0
100	0
73	0
83	0
136	0
20	4
67	0
130	10
137	0
89	0
5	100
129	460
108	0
81	0
37	4
47	0
12	0
187	0
112	178
6	20
32	5
125	0
56	0
54	0
4	0
2	0
3795	0
64	0
298	0
54	0
42	0
42	0
6	0
33	0
1	21
270	0
75	0
15	0
38	0
310	0
142	0
32	0
60	0
10	6
82	16
42	0
7	0
0	9
39	0
44	0
25	10
87	0
30	0
33	0
447	0
34	10
55	0
17	1
80	0
750	0
2137	0
47	0
277	0
42	0
11	0
107	0
123	0
10	0
27	0
127	0
77	0
105	0
11	0
0	650
183	0
21	0
173	0
47	0
49	0
81	0
11	0
146	0
81	0
0	19
41	0
1	0
813	0
1	0
1	13
1310	0
5	0
46	0
67	0
159	0
28	0
9	0
41	0
110	0
69	0
11	0
95	0
42	0
3	1
81	0
59	0
5	0
0	233
15	0
13	0
61	0
1025	189
142	0
40	0
97	9
0	7
406	58
135	0
30	1
80	0
179	0
231	0
86	0
80	0
44	0
1	10
16	0
54	0
226	0
311	0
10	0
50	0
33	0
29	0
426	0
32	0
0	54
78	0
50	0
7	0
162	0
53	0
1	7
71	0
145	0
119	0
23	0
14	114
0	4128
36	2
56	0
26	0
109	0
25	0
28	0
23	0
716	0
46	0
4	0
35	4
1	6
28	0
211	0
741	0
8	0
142	0
5	0
150	0
55	0
110	0
0	8
101	303
484	0
6	8
681	514
18	0
45	0
1	0
0	0
82	0
9	0
39	0
273	0
5	0
156	0
0	0
139	54
9	0
40	0
103	0
1	7
23	0
2	0
26	0
29	0
14	3
148	0
20	0
16	0
48	0
30	0
75	0
134	0
19	0
17	0
70	0
32	0
168	0
49	0
31	0
19	0
43	0
12	0
6	0
58	0
13	0
0	0
1	2
99	1
7	5
9	0
0	6
37	0
140	0
20	0
400	0
39	0
43	9
245	159
44	0
0	1
12	0
30	0
33	0
1	9
21	0
103	0
381	0
37	0
12	0
48	0
108	22
20	0
56	0
66	0
14	0
48	3
77	0
279	0
146	68
120	0
0	1
19	0
8	0
541	0
1	0
0	5
39	0
2	0
126	0
9	0
199	0
26	0
16	11
96	0
55	0
58	0
25	0
211	0
242	0
65	0
0	0
299	7
59	0
279	0
0	0
31	0
13	0
18	0
320	0
18	0
82	2
30	0
86	0
78	0
14	328
11	65
105	0
0	0
195	0
197	0
33	0
168	0
0	3
125	0
32	0
218	298
4	0
25	0
141	0
48	0
200	0
36	0
405	0
1	6
35	0
35	0
5	3
1	0
59	0
159	0
56	0
269	0
332	0
0	15
97	0
23	0
0	1
1	0
81	0
7	0
223	0
17	0
157	0
39	0
19	0
15	0
266	0
4	0
11	0
0	0
25	0
24	0
73	0
0	0
341	0
8	22
43	0
58	0
0	1
318	0
19	0
27	0
21	0
1	0
0	0
9	0
21	0
194	0
5	157
20	0
8	0
56	0
103	0
109	0
0	5560
177	33
25	7
12	0
90	0
2	5
50	0
49	0
37	0
89	0
39	0
51	0
10	0
49	0
3	1
18	0
8	0
97	0
166	0
41	0
82	0
6	0
27	25
6	21
93	0
1	2
113	0
166	0
0	642
0	17
11	0
138	11
42	0
18	0
37	0
112	0
0	0
19	0
64	0
734	0
470	0
431	38
81	0
31	0
81	0
72	0
0	0
25	0
22	159
47	0
162	66
0	8
74	0
7	0
1	0
45	0
32	0
71	0
34	0
33	0
0	0
0	0
31	4
0	0
80	0
117	0
214	33
21	1
36	0
53	0
19	46
3	0
8	0
261	0
5	0
44	27
40	0
38	25
2	0
8215	3
90	0
685	0
73	0
65	0
30	159
187	0
26	0
64	0
151	0
23	0
16	6
0	0
124	0
44	0
190	0
327	7
138	0
80	0
1	0
6	0
34	0
24	0
50	0
93	0
10	0
32	0
140	0
16	0
31	0
163	0
0	685
103	0
3	0
178	0
58	0
216	0
1	0
4	2
19	0
10	33
215	12
34	0
93	65
182	0
44	0
46	0
31	0
52	0
19	4
7	4
29	0
15	0
70	0
39	0
25	0
11	0
19	0
79	0
134	32
50	0
49	8
66	0
24	0
1530	0
0	8
132	0
55	0
30	0
15	0
51	0
31	0
42	0
0	0
65	0
2	0
51	0
34	0
20	0
12	2
1	0
9	0
16	0
68	0
59	0
42	0
31	0
0	9
258	0
12	45
60	0
23	0
112	0
357	179
270	0
46	9
39	0
105	0
0	126
307	0
103	0
83	0
8	0
65	0
7	0
77	0
191	0
19	0
1	2
995	5
484	0
60	0
60	0
43	0
971	0
40	0
0	0
91	0
5	0
3	7
57	0
308	0
2	6
29	0
117	0
81	0
273	0
85	0
46	1106
13	0
213	0
123	0
19	1
34	0
103	0
35	0
35	22
446	0
19	0
44	0
0	19
0	12
135	11
1	12
74	15
96	0
222	2
5	53
7	0
2	0
1	0
41	0
63	0
22	0
0	0
0	734
50	0
237	0
158	0
163	0
100	490
68	0
296	0
800	0
62	0
44	0
53	0
88	0
48	0
27	0
126	178
9	0
150	14
29	0
49	0
95	0
27	0
18	0
0	21
175	10
178	16
55	0
1	0
74	0
104	0
62	0
222	0
18	0
54	0
61	0
32	0
159	0
52	27
47	0
219	0
53	0
61	0
4	0
130	0
35	0
46	0
0	3
0	71
0	0
11	0
80	17
125	0
40	0
2074	7
1	0
50	20
13	0
267	9
65	0
29	0
28	0
11	0
19	0
0	3
44	6
54	1085
52	0
110	0
27	8
30	0
70	0
39	0
239	0
51	0
1	18
11	0
169	0
17	0
78	24
33	0
59	8
201	22
101	0
40	16
3	0
22	0
6	6
80	0
179	0
76	0
121	7
0	14
0	0
3	0
29	0
99	0
0	0
22	0
24	0
16	0
68	33
34	0
51	0
52	0
251	0
48	0
45	0
83	0
2958	0
78	0
18	0
10	54
89	0
211	0
9	6
61	0
0	1
38	0
1	8
641	0
0	0
66	0
66	0
6	4
112	0
6	0
35	0
8	0
376	16
35	28
5	0
103	0
17	0
3	1
92	0
301	0
57	0
55	0
16	22
44	0
32	0
103	0
1419	0
58	0
54	0
60	0
69	0
151	691
27	56
55	0
156	0
120	0
231	0
36	0
14	0
0	0
0	7
92	0
27	0
4	0
309	0
0	8
29	0
5	25
467	0
172	61
23	0
464	0
46	0
11	0
130	0
56	0
0	52
317	0
32	0
247	0
86	0
38	0
2	0
0	0
15	0
28	0
21	0
222	0
29	0
597	0
22	0
6	17
68	0
75	0
100	0
429	0
72	0
40	0
52	0
7	0
27	0
50	0
59	0
38	0
3	10
35	0
34	0
227	0
143	21
385	3313
0	1
13	0
39	6
5	0
8	0
40	0
147	2
0	0
103	0
41	0
125	0
106	0
12	0
40	0
50	0
64	0
69	0
372	0
51	0
114	0
0	1
154	0
293	4
5	0
0	31
60	0
4	9
9	0
35	0
47	0
67	0
65	0
0	4
19	0
136	0
125	0
41	0
88	0
25	0
14	0
967	0
24	0
36	0
22	0
35	0
19	0
11	0
55	0
81	0
44	0
40	6
23	0
12	0
73	0
28	11
2	0
10	0
56	0
25	0
30	0
0	0
58	8
43	0
98	0
3	0
30	0
68	0
111	0
6	0
101	0
167	0
68	0
23	0
12	0
53	10
27	0
52	0
0	37
78	0
35	0
880	18
3343	0
71	0
16	0
49	5
34	0
77	0
0	0
17	0
32	0
55	0
510	0
119	0
19	0
79	0
29	0
0	832
28	0
1210	0
0	4
214	0
31	0
163	0
9	1
125	0
18	0
28	0
141	0
55	0
0	0
1	0
188	0
44	0
1	0
80	0
19	7
36	0
203	0
15	0
1157	0
68	0
156	0
10	0
309	0
0	12
2	1
18	0
68	0
1	0
106	0
90	0
5	0
1	6
0	25
31	1
2	7
112	0
39	0
14	4
1	0
50	0
17	0
33	0
52	0
51	0
402	0
2	0
213	0
1	0
26	0
27	0
300	0
14	0
22	0
27	0
63	0
5	0
249	0
33	0
0	1
44	0
36	0
87	0
6	12
786	0
81	0
21	0
58	0
22	0
0	1
0	1
40	0
700	0
23	0
31	28
20	880
443	17
142	2
38	0
4	0
35	0
0	0
38	0
6	0
69	0
27	0
177	0
65	0
14	0
18	0
12	0
30	0
19	0
9	0
22	0
1	0
57	0
2	7
80	19
0	10
4	0
20	0
0	2
111	0
4	0
8	0
68	0
110	0
26	0
0	0
17	0
1	20
0	761
61	2
35	0
15	0
42	0
10	2
71	0
16	26
3	0
6	9
77	0
38	0
75	0
3	16
27	0
67	0
66	0
31	0
61	0
2	17
48	0
201	0
19	0
171	0
50	0
40	0
242	0
1435	0
14	0
59	0
445	0
1	0
8	15
51	0
118	3
44	0
41	0
15	0
37	0
5	0
127	0
38	0
0	4
65	0
23	0
35	0
56	0
76	0
2	0
31	0
8	0
6	0
2	0
142	0
5	9
55	44
59	9
199	0
101	0
164	0
3	0
33	0
77	0
1	0
25	0
28	0
19	0
60	0
109	1
65	0
0	18
19	0
721	0
0	3
2	97
47	0
16	0
15	0
516	789
14	6
98	1
12	0
37	0
23	0
34	11
109	0
69	0
40	8
2	879
59	0
45	0
28	0
53	0
49	0
53	0
76	0
165	0
250	9201
18	0
25	0
44	0
3	0
39	0
59	0
29	0
53	0
66	5
90	0
32	0
31	0
79	0
32	100
7	0
32	0
30	12
34	0
28	0
15	23
47	0
145	0
22	0
2	0
62	0
9	7
512	0
35	0
227	0
46	0
42	0
41	0
12	5
60	0
20	0
29	0
49	0
95	370
12	0
8	0
7	25
6	0
95	0
47	0
21	0
20	0
5	0
0	0
277	0
0	806
155	0
24	0
27	0
78	0
6	0
191	0
27	0
0	0
0	24
15	20
29	0
47	0
420	0
379	0
14	0
72	0
0	0
38	0
213	0
33	0
27	0
48	0
68	0
0	8
70	0
33	0
1	0
120	0
144	0
1669	0
44	0
9	4
51	8
50	40
88	0
39	0
91	0
102	0
