UniqueCount	AmbigCount
34	0
379	0
35	39
216	0
51	0
52	6
52	0
10	0
206	0
1	0
641	0
73	0
24	0
99	0
17	0
29	8
48	0
0	131
128	181
54	0
32	2
21	1
319	98
14	0
5	0
0	2
93	0
0	0
0	2
22	0
20	0
0	15
3	15
0	1024
26	0
10	0
6	0
58	0
2	1
36	0
85	4
12	88
124	0
42	0
15	0
27	0
96	0
49	23
0	0
15	0
69	41
0	0
79	0
30	60
169	0
23	0
2	0
3	48
116	0
53	0
23	0
162	9
54	0
104	0
10	0
6	9
25	0
165	0
39	0
426	27
25	74
116	0
199	0
390	0
71	113
12	0
2	0
137	0
92	0
494	1732
103	0
183	28
4	0
1	3
179	0
78	0
27	0
20	1
0	148
118	82
55	0
59	30
10	1
26	0
45	0
53	0
17	168
63	443
36	0
31	0
216	0
0	0
45	0
222	813
119	0
22	0
0	9
44	0
18	0
17	0
163	0
34	8
20	0
222	143
8	0
32	0
341	0
16	0
2	3
17	0
305	0
80	0
2	25661
870	223
54	101
20	0
497	9
222	0
31	0
98	0
52	0
78	0
5	0
37	0
241	822
20	0
46	0
87	0
76	0
33	0
164	0
67	13
22	0
111	4
251	0
108	0
9	134
0	34
45	0
68	0
48	3
82	0
5	0
200	0
102	42
15	48
23	8
23	0
64	0
13	0
4	0
1	0
327	0
39	0
158	0
50	0
25	0
19	0
6	0
25	0
0	24
392	0
102	0
10	0
21	0
253	0
177	0
54	0
37	0
110	74
154	14
67	0
5	0
0	1
24	0
12	0
12	22
897	0
16	0
8	0
141	0
75	7
444	0
26	7
30	0
1022	0
1482	0
13	0
962	0
28	0
22	0
70	0
2690	0
48	0
31	0
290	0
32	0
562	0
6	0
0	834
492	0
25	0
635	0
36	0
61	0
36	0
32	0
95	0
35	0
0	111
56	0
5	0
369	0
1	0
5	2
1120	0
10	0
34	0
218	0
445	0
12	0
34	0
20	0
456	0
32	0
37	0
296	0
80	0
8	12
79	0
111	1
21	0
0	338
14	0
39	0
49	0
879	96
84	0
133	0
830	78
0	6
227	29
604	0
84	0
74	0
68	0
165	0
45	0
32	0
679	8
5	15
14	0
19	0
69	0
609	0
13	0
279	0
77	0
112	0
6322	0
48	0
0	28
48	0
29	0
7	0
683	0
80	0
1	1
52	0
140	0
288	0
65	0
10	60
0	1997
37	3
30	0
46	0
123	0
90	0
554	0
399	0
575	0
30	0
11	0
29	1
0	6
20	0
384	0
145	0
5	0
351	0
14	0
39	0
38	0
55	0
3	8
71	156
260	0
14	9
12882	3523
16	0
40	0
28	3
0	0
42	0
41	0
32	0
268	0
5	0
244	0
5	0
132	194
18	0
31	0
502	0
1	4
102	0
1	0
25	0
24	0
89	133
139	0
17	0
12	0
28	0
91	0
36	0
194	0
28	0
30	0
198	0
15	0
423	0
199	0
50	0
13	0
18	0
32	0
10	0
51	0
20	0
1	5
2	2
78	1
6	6
16	0
0	30
222	0
110	0
33	0
178	0
174	0
36	11
89	182
72	0
0	1
51	0
17	0
77	0
6	6
23	0
49	0
191	0
65	0
15	0
54	0
115	22
17	0
39	0
142	0
11	0
60	1
56	0
748	0
461	41
62	0
0	2
16	0
5	0
806	0
13	0
0	2
23	0
10	0
75	0
2	0
224	0
86	0
111	25
344	0
26	0
31	0
10	0
320	0
419	0
332	0
0	0
126	10
103	0
470	0
0	0
24	0
84	0
46	0
53	0
18	0
44	2
68	0
88	0
82	0
12	217
4	22
66	0
0	0
81	0
93	0
59	0
219	0
0	1
135	0
46	0
145	185
41	0
23	0
216	0
274	0
64	0
491	0
478	0
2	5
41	0
37	0
77	133
2	0
54	0
113	0
41	0
579	0
805	0
18	177
69	0
387	0
3	12
2	0
58	0
0	0
500	0
43	0
258	0
123	0
30	0
15	0
248	0
3	0
26	0
0	0
33	0
138	0
45	0
0	0
143	0
7	4
48	0
232	0
2	20
299	0
27	0
63	0
18	0
1	0
0	10
16	0
18	0
107	0
1	22
54	0
18	0
271	0
93	0
52	0
0	2393
51	25
18	4
11	0
40	0
3	16
54	0
43	0
20	0
67	0
25	0
109	0
7	0
31	0
0	1
35	0
5	1
31	0
267	0
40	0
306	0
14	0
25	27
34	92
61	0
14	0
153	0
363	0
0	981
0	3
28	0
83	7
24	0
17	0
38	0
96	0
0	0
93	0
12	0
522	0
167	0
181	11
65	0
7	0
31	0
112	0
0	0
59	0
69	346
36	0
423	277
0	3
44	0
10	0
3	0
19	0
80	0
45	0
22	0
151	0
1	0
2	0
119	2
1	0
121	0
50	0
54	78
59	39
26	0
70	2
10	19
5	0
18	0
209	0
2	0
28	2
229	0
17	19
1	0
5513	8
25	0
641	0
108	0
162	0
52	182
268	0
33	0
80	0
188	0
22	0
27	11
0	0
367	0
67	7
88	0
244	12
83	0
30	0
1	0
17	0
50	0
15	0
206	0
258	0
20	0
44	3
95	0
31	0
53	0
141	0
0	1157
85	0
1	0
57	0
10	0
78	0
10	0
18	15
28	0
50	25
153	4
26	0
14	22
251	0
58	0
45	0
16	0
71	0
7	0
13	7
239	0
13	0
89	0
142	0
97	0
4	0
111	0
53	0
66	94
26	0
43	21
171	0
30	0
2941	0
0	4
132	0
193	0
34	0
49	0
31	0
55	0
70	0
2	0
27	0
7	0
13	0
125	0
16	0
11	2
2	0
15	0
185	0
87	0
29	0
27	0
17	0
2	18
180	0
11	32
50	0
23	0
54	0
76	31
154	0
19	22
43	0
167	0
0	134
415	0
21	0
54	0
18	0
48	0
5	0
46	0
537	0
54	0
2	2
735	4
367	0
53	0
126	0
34	0
1660	0
57	0
0	0
46	0
1	0
19	84
86	0
1092	0
2	9
72	0
40	0
21	0
119	0
54	0
9	332
29	0
189	0
106	0
12	1
50	0
55	0
43	0
14	2
64	0
23	0
14	0
3	9
0	2
52	7
2	7
21	28
49	0
284	1
12	47
8	0
19	2
2	0
84	0
31	0
37	0
7	0
0	382
28	0
118	0
14	0
165	0
97	333
40	0
988	0
837	0
22	0
47	0
134	9
63	0
30	0
20	0
111	42
17	0
127	14
19	0
180	0
173	0
9	0
38	0
0	219
35	3
108	26
59	0
5	0
65	0
109	0
102	0
257	0
16	0
96	0
35	0
30	0
147	0
33	8
20	0
255	0
30	0
56	0
11	0
386	0
19	0
26	0
0	5
0	41
0	1
12	0
37	14
103	0
128	0
1301	3
0	1
48	21
16	0
249	1
156	0
17	0
23	0
23	0
52	0
2	3
21	8
116	985
29	0
57	0
35	13
7	0
61	0
120	0
278	0
37	0
8	6
3	0
136	0
9	0
38	50
71	0
26	9
276	33
1129	0
88	28
7	0
9	0
10	8
192	0
1557	0
61	0
284	19
0	17
1	0
79	0
23	0
86	0
0	1
28	0
2	0
99	0
9	27
38	0
48	0
26	0
874	0
19	0
55	0
85	0
1411	0
71	0
16	0
60	194
35	0
229	0
14	19
148	0
2	20
199	0
1	8
1359	0
0	0
383	0
757	0
14	10
109	0
15	0
35	0
9	0
133	1
60	22
11	0
48	0
87	0
8	0
41	0
203	0
158	0
121	0
5	26
24	0
24	0
56	0
1656	0
98	0
24	0
46	0
26	0
40	274
39	124
94	0
986	0
70	0
278	0
144	0
43	0
2	0
0	2
41	0
197	0
41	0
1482	0
2	3
39	0
7	40
441	3
89	68
11	0
188	0
33	0
18	0
100	0
33	0
0	37
261	0
52	0
30	0
96	0
19	0
22	0
0	2
26	0
22	0
378	0
128	0
33	0
654	1
69	0
20	27
90	0
47	0
67	0
313	0
38	0
44	0
40	0
8	0
18	0
127	0
19	0
19	0
2	8
75	0
32	0
460	0
141	12
424	2198
0	2
14	0
47	5
11	0
12	0
59	0
52	2
3	5
24	0
44	0
30	0
